,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,ROI_pct,release_dt
283,43915972,14000000,Orion Pictures,USA,Danny DeVito,Comedy,57915972,Throw Momma from the Train,PG-13,12/11/1987,88,6.2,Danny DeVito,28550,Stu Silver,1987,313.68551428571425,1987-12-11
287,221568,3000000,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568,Barfly,R,10/16/1987,100,7.3,Mickey Rourke,15647,Charles Bukowski,1987,7.385599999999992,1987-10-16
288,-2314138,6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,10/9/1987,97,7.2,Casey Siemaszko,8970,Richard Christian Matheson,1987,-38.56896666666667,1987-10-09
291,-1709632,15000000,Amercent Films,USA,James Toback,Comedy,13290368,The Pick-up Artist,PG-13,9/18/1987,81,5.2,Molly Ringwald,5348,James Toback,1987,-11.397546666666669,1987-09-18
292,-1207221,16000000,Orion Pictures,USA,Woody Allen,Comedy,14792779,Radio Days,PG,1/30/1987,88,7.6,Mia Farrow,26467,Woody Allen,1987,-7.545131250000003,1987-01-30
294,20509382,3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,5/22/1987,92,5.5,Jim Varney,9526,John R. Cherry III,1987,683.6460666666667,1987-05-22
296,-6721451,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,10/9/1987,106,6.1,Tom Berenger,7854,Howard Franklin,1987,-39.53794705882353,1987-10-09
298,-23100203,29000000,Universal Pictures,UK,Richard Attenborough,Biography,5899797,Cry Freedom,PG,11/6/1987,157,7.5,Denzel Washington,10692,John Briley,1987,-79.6558724137931,1987-11-06
299,6423831,6000000,Fourth Protocol,UK,John Mackenzie,Thriller,12423831,The Fourth Protocol,R,8/28/1987,119,6.5,Michael Caine,7532,George Axelrod,1987,107.06384999999999,1987-08-28
300,-19606654,27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,2/12/1988,143,6.8,Jack Nicholson,6874,William Kennedy,1987,-72.61723703703704,1988-02-12
308,1880310,5000000,Cannon Group,USA,J. Lee Thompson,Action,6880310,Death Wish 4: The Crackdown,R,11/6/1987,99,5.3,Charles Bronson,6770,Brian Garfield,1987,37.60619999999999,1987-11-06
309,532286,18000000,Amercent Films,USA,Jonathan Kaplan,Comedy,18532286,Project X,PG,4/17/1987,108,6.1,Matthew Broderick,8879,Lawrence Lasker,1987,2.9571444444444372,1987-04-17
312,-3200000,4000000,Cannon Films,USA,Ruggero Deodato,Fantasy,800000,The Barbarians,R,3/20/1987,87,4.9,David Paul,2538,Alberto Piferi,1987,-80.0,1987-03-20
313,-40624819,55000000,Columbia Pictures Corporation,USA,Elaine May,Action,14375181,Ishtar,PG-13,5/15/1987,107,4.2,Warren Beatty,9094,Elaine May,1987,-73.86330727272727,1987-05-15
314,5128617,100000,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617,Hollywood Shuffle,R,3/20/1987,78,7.0,Robert Townsend,3009,Robert Townsend,1987,5128.617,1987-03-20
323,-10692156,22000000,Carolco Entertainment,USA,Walter Hill,Action,11307844,Extreme Prejudice,R,4/24/1987,96,6.6,Nick Nolte,4924,John Milius,1987,-48.60070909090909,1987-04-24
324,3650000,350000,Cannon Group,USA,Sam Firstenberg,Action,4000000,American Ninja 2: The Confrontation,R,5/1/1987,90,4.8,Michael Dudikoff,6565,Gary Conway,1987,1042.857142857143,1987-05-01
325,-2319642,4000000,Cinecom Entertainment Group,USA,John Sayles,Drama,1680358,Matewan,PG-13,6/30/1988,135,7.9,Chris Cooper,6198,John Sayles,1987,-57.99105,1988-06-30
327,-19083129,24000000,Columbia Pictures,USA,Paul Weiland,Action,4916871,Leonard Part 6,PG,12/18/1987,85,2.2,Bill Cosby,7387,Jonathan Reynolds,1987,-79.51303750000001,1987-12-18
328,-3880888,5000000,Golan-Globus Productions,USA,Jerry Schatzberg,Crime,1119112,Street Smart,R,3/20/1987,97,6.4,Christopher Reeve,2096,David Freeman,1987,-77.61776,1987-03-20
330,-3593121,9000000,Gladden Entertainment,USA,Michael Cimino,Action,5406879,The Sicilian,R,10/23/1987,115,5.3,Christopher Lambert,3889,Mario Puzo,1987,-39.923566666666666,1987-10-23
340,19441,7000000,De Laurentiis Entertainment Group (DEG),USA,Bob Giraldi,Comedy,7019441,Hiding Out,PG-13,11/6/1987,98,6.4,Jon Cryer,2584,Joe Menosky,1987,0.27772857142858154,1987-11-06
342,-6939142,10000000,Orion Pictures,USA,Harley Cokeliss,Action,3060858,Malone,R,5/1/1987,92,5.6,Burt Reynolds,1959,Christopher Frank,1987,-69.39142000000001,1987-05-01
345,-4567313,6000000,"Samuel Goldwyn Company, The",UK,Mike Hodges,Action,1432687,A Prayer for the Dying,R,9/11/1987,107,6.4,Mickey Rourke,3731,Jack Higgins,1987,-76.12188333333334,1987-09-11
352,-2192449,5300000,Columbia Pictures,UK,Michael Radford,Crime,3107551,White Mischief,R,5/6/1988,107,6.3,Sarah Miles,2171,James Fox,1987,-41.36696226415094,1988-05-06
353,-9513566,10000000,Rollins-Joffe Productions,USA,Woody Allen,Drama,486434,September,PG,12/18/1987,83,6.7,Elaine Stritch,7620,Woody Allen,1987,-95.13566,1987-12-18
355,-2957813,3520000,Independent Film Centre,USA,Lance Hool,Action,562187,Steel Dawn,R,3/31/1988,100,5.0,Patrick Swayze,3860,Doug Lefler,1987,-84.0287784090909,1988-03-31
356,-945296,1300000,Empire Pictures,USA,Renny Harlin,Crime,354704,Prison,R,12/8/1987,102,5.9,Lane Smith,3019,Irwin Yablans,1987,-72.71507692307692,1987-12-08
357,5950002,25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,12/11/1987,116,6.7,Barbra Streisand,4996,Tom Topor,1987,23.800007999999995,1987-12-11
358,14411386,11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,Tin Men,R,3/13/1987,112,6.5,Richard Dreyfuss,6960,Barry Levinson,1987,131.0126,1987-03-13
360,-6703632,7500000,De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,796368,Rampage,R,10/30/1992,97,6.3,Michael Biehn,1625,William P. Wood,1987,-89.38176,1992-10-30
370,6868521,3000000,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,7/31/1987,93,5.5,Ally Sheedy,2786,Amy Holden Jones,1987,228.95069999999998,1987-07-31
372,-789800,1000000,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,6/26/1987,100,5.8,Sy Richardson,1924,Alex Cox,1987,-78.98,1987-06-26
376,54323,100000,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323,"Silent Night, Deadly Night 2",R,4/10/1987,88,3.5,Eric Freeman,4329,Michael Hickey,1987,54.32300000000001,1987-04-10
378,-6011038,8000000,De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,1988962,Date with an Angel,PG,11/20/1987,105,5.8,Phoebe Cates,2163,Tom McLoughlin,1987,-75.137975,1987-11-20
379,-5542957,5800000,In-Cine Compa��a Industrial Cinematogr�fica,USA,Alex Cox,Biography,257043,Walker,R,12/4/1987,94,6.6,Ed Harris,2684,Rudy Wurlitzer,1987,-95.56822413793104,1987-12-04
382,-16771049,19000000,TriStar Pictures,USA,Roger Young,Action,2228951,The Squeeze,PG-13,7/10/1987,101,4.6,Michael Keaton,770,Daniel Taplitz,1987,-88.26867894736841,1987-07-10
384,1075793,5000000,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,1/9/1987,88,5.1,Charles Bronson,2255,Richard Sale,1987,21.51586000000001,1987-01-09
385,-61867,75000,Titan Productions,USA,David DeCoteau,Horror,13133,Creepozoids,R,10/2/1987,72,3.5,Linnea Quigley,1447,Dave Eisenstark,1987,-82.48933333333333,1987-10-02
387,-6330169,12000000,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,8/7/1987,83,5.5,Jeff Bridges,3267,Robert Benton,1987,-52.75140833333334,1987-08-07
393,255728,1100000,Conquest Productions,USA,Jeff Burr,Action,1355728,From a Whisper to a Scream,R,9/4/1987,99,6.0,Vincent Price,1489,C. Courtney Joyner,1987,23.248,1987-09-04
397,-4141750,5000000,Golan-Globus Productions,USA,Norman Mailer,Comedy,858250,Tough Guys Don't Dance,R,9/18/1987,110,4.8,Ryan O'Neal,1025,Norman Mailer,1987,-82.83500000000001,1987-09-18
399,-3256555,4000000,New World Entertainment Films,USA,Bill Condon,Drama,743445,"Sister, Sister",R,2/9/1988,91,5.5,Eric Stoltz,695,Bill Condon,1987,-81.413875,1988-02-09
403,-9288024,15000000,Cannon Group,USA,Jerry Belson,Comedy,5711976,Surrender,PG,10/9/1987,105,5.4,Sally Field,692,Jerry Belson,1987,-61.92016,1987-10-09
411,6240502,14000000,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,R,1/16/1987,100,5.2,Richard Pryor,2453,Denis Hamill,1987,44.57501428571429,1987-01-16
423,-9674556,12000000,De Laurentiis Entertainment Group (DEG),USA,John D. Hancock,Drama,2325444,Weeds,R,10/16/1987,115,6.0,Nick Nolte,717,Dorothy Tristan,1987,-80.6213,1987-10-16
440,58707461,15000000,"Geffen Company, The",USA,Tim Burton,Comedy,73707461,Beetlejuice,PG,3/30/1988,92,7.5,Alec Baldwin,206997,Michael McDowell,1988,391.38307333333336,1988-03-30
441,89152300,39000000,Eddie Murphy Productions,USA,John Landis,Comedy,128152300,Coming to America,R,6/29/1988,116,7.0,Eddie Murphy,130485,Eddie Murphy,1988,228.59564102564102,1988-06-29
442,24244684,9000000,United Artists,USA,Tom Holland,Horror,33244684,Child's Play,R,11/9/1988,87,6.6,Catherine Hicks,67682,Don Mancini,1988,269.38537777777776,1988-11-09
443,55008852,28000000,Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,83008852,Die Hard,R,7/20/1988,131,8.2,Bruce Willis,647000,Roderick Thorp,1988,196.46018571428573,1988-07-20
444,22269863,35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,PG,5/20/1988,126,7.3,Val Kilmer,86056,George Lucas,1988,63.628179999999986,1988-05-20
445,-1891538,3000000,New World Pictures,USA,Michael Lehmann,Comedy,1108462,Heathers,R,3/31/1989,103,7.3,Winona Ryder,67238,Daniel Waters,1988,-63.05126666666667,1989-03-31
446,147825435,25000000,United Artists,USA,Barry Levinson,Drama,172825435,Rain Man,R,12/16/1988,133,8.0,Dustin Hoffman,408473,Barry Morrow,1988,591.30174,1988-12-16
447,9008928,4000000,Alive Films,USA,John Carpenter,Action,13008928,They Live,R,11/4/1988,94,7.3,Roddy Piper,83379,Ray Nelson,1988,225.2232,1988-11-04
448,86452370,70000000,Touchstone Pictures,USA,Robert Zemeckis,Animation,156452370,Who Framed Roger Rabbit,PG,6/22/1988,104,7.7,Bob Hoskins,153513,Gary K. Wolf,1988,123.50338571428571,1988-06-22
450,96968774,18000000,American Entertainment Partners II L.P.,USA,Penny Marshall,Comedy,114968774,Big,PG,6/3/1988,104,7.3,Tom Hanks,164257,Gary Ross,1988,538.7154111111112,1988-06-03
451,58222753,20000000,Touchstone Pictures,USA,Roger Donaldson,Comedy,78222753,Cocktail,R,7/29/1988,104,5.8,Tom Cruise,65825,Heywood Gould,1988,291.113765,1988-07-29
452,6990401,5000000,Cristaldifilm,Italy,Giuseppe Tornatore,Drama,11990401,Cinema Paradiso,R,2/23/1990,155,8.5,Philippe Noiret,171600,Giuseppe Tornatore,1988,139.80802,1990-02-23
453,-10752057,19000000,TriStar Pictures,USA,Chuck Russell,Horror,8247943,The Blob,R,8/5/1988,95,6.4,Shawnee Smith,24931,Theodore Simonson,1988,-56.58977368421052,1988-08-05
454,885516,3500000,De Laurentiis Entertainment Group (DEG),USA,Stan Winston,Fantasy,4385516,Pumpkinhead,R,1/13/1989,86,6.2,Lance Henriksen,15572,Ed Justin,1988,25.300457142857134,1989-01-13
455,55993712,7500000,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712,A Fish Called Wanda,R,8/5/1988,108,7.6,John Cleese,114144,John Cleese,1988,746.5828266666667,1988-08-05
456,13625095,2000000,Sarlui / Diamant,USA,Stephen Chiodo,Comedy,15625095,Killer Klowns from Outer Space,PG-13,5/27/1988,88,6.1,Grant Cramer,25440,Charles Chiodo,1988,681.25475,1988-05-27
457,8413606,30000000,Universal Pictures,USA,Martin Brest,Action,38413606,Midnight Run,R,7/20/1988,126,7.6,Robert De Niro,58318,George Gallo,1988,28.045353333333335,1988-07-20
458,8090735,3000000,Film Futures,UK,Tony Randel,Horror,11090735,Hellbound: Hellraiser II,R,12/23/1988,97,6.5,Doug Bradley,33241,Clive Barker,1988,269.6911666666667,1988-12-23
459,19603943,15000000,Orion Pictures,USA,Alan Parker,Crime,34603943,Mississippi Burning,R,1/27/1989,128,7.8,Gene Hackman,70539,Chris Gerolmo,1988,130.69295333333332,1989-01-27
460,66041829,12000000,Paramount Pictures,USA,David Zucker,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,12/2/1988,85,7.6,Leslie Nielsen,124515,Jerry Zucker,1988,550.348575,1988-12-02
461,10706119,1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,4/29/1988,92,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988,973.2835454545456,1988-04-29
462,36000000,28000000,Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,64000000,Working Girl,R,12/21/1988,113,6.7,Melanie Griffith,44277,Kevin Wade,1988,128.57142857142856,1988-12-21
463,95305000,14000000,Paramount Pictures,Australia,John Cornell,Action,109305000,Crocodile Dundee II,PG,5/25/1988,108,5.5,Paul Hogan,46738,Paul Hogan,1988,680.75,1988-05-25
464,35592846,12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,11/18/1988,69,7.4,Pat Hingle,66623,Stu Krieger,1988,284.742768,1988-11-18
465,96936400,15000000,Universal Pictures,USA,Ivan Reitman,Comedy,111936400,Twins,PG,12/9/1988,107,6.0,Arnold Schwarzenegger,94295,William Davies,1988,646.2426666666667,1988-12-09
466,20700000,14000000,Lorimar Film Entertainment,USA,Stephen Frears,Drama,34700000,Dangerous Liaisons,R,2/24/1989,119,7.7,Glenn Close,55823,Christopher Hampton,1988,147.85714285714286,1989-02-24
467,-6993194,17000000,The Saul Zaentz Company,USA,Philip Kaufman,Drama,10006806,The Unbearable Lightness of Being,R,2/5/1988,171,7.4,Daniel Day-Lewis,28868,Milan Kundera,1988,-41.136435294117646,1988-02-05
470,12768757,5000000,Trancas International Films,USA,Dwight H. Little,Horror,17768757,Halloween 4: The Return of Michael Myers,R,10/21/1988,88,5.9,Donald Pleasence,32498,Dhani Lipsius,1988,255.37514,1988-10-21
471,32661556,13000000,Morgan Creek Productions,USA,Christopher Cain,Action,45661556,Young Guns,R,8/12/1988,107,6.8,Emilio Estevez,45768,John Fusco,1988,251.24273846153847,1988-08-12
472,5994648,29000000,Carolco Pictures,USA,Walter Hill,Action,34994648,Red Heat,R,6/17/1988,104,6.0,Arnold Schwarzenegger,53769,Walter Hill,1988,20.6712,1988-06-17
473,6793213,6000000,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,10/21/1988,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988,113.22021666666666,1988-10-21
474,-9284389,63000000,Carolco Pictures,USA,Peter MacDonald,Action,53715611,Rambo III,R,5/25/1988,102,5.7,Sylvester Stallone,99555,David Morrell,1988,-14.737125396825402,1988-05-25
475,26069318,6000000,Paramount Pictures,Canada,Jonathan Kaplan,Drama,32069318,Acusados,R,10/14/1988,111,7.1,Kelly McGillis,26126,Tom Topor,1988,434.4886333333333,1988-10-14
476,630564,7000000,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,3/12/2004,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988,9.008057142857151,2004-03-12
477,4671108,2000000,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,2/26/1988,92,7.0,Sonny Bono,17169,John Waters,1988,233.55540000000002,1988-02-26
479,36369899,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,8/19/1988,93,5.7,Robert Englund,39701,Wes Craven,1988,279.7684538461538,1988-08-19
481,17455230,24000000,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,6/17/1988,91,6.6,Dan Aykroyd,31340,John Hughes,1988,72.730125,1988-06-17
483,43888729,7000000,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,6/15/1988,108,7.1,Kevin Costner,39369,Ron Shelton,1988,626.9818428571429,1988-06-15
484,11369631,7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,4/22/1988,99,6.0,Steven Seagal,24061,Andrew Davis,1988,151.59508000000002,1988-04-22
485,-6083697,10000000,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,5/12/1989,100,5.2,Geena Davis,17315,Julie Brown,1988,-60.83697,1989-05-12
486,43151346,31000000,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,11/18/1988,74,6.7,Joey Lawrence,35531,Jim Cox,1988,139.19789032258066,1988-11-18
487,6903295,31000000,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,7/13/1988,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988,22.2686935483871,1988-07-13
488,-1903733,7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,9/30/1988,96,6.4,Cassandra Peterson,9751,Sam Egan,1988,-25.383106666666666,1988-09-30
489,28328558,32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,11/23/1988,101,7.0,Bill Murray,68098,Mitch Glazer,1988,88.52674375000001,1988-11-23
490,18292551,23000000,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,12/2/1988,115,6.0,Mel Gibson,24708,Robert Towne,1988,79.53283043478261,1988-12-02
491,-2362050,20000000,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,2/26/1988,120,6.9,Harrison Ford,41608,Roman Polanski,1988,-11.81025,1988-02-26
492,16370001,2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,5/13/1988,88,5.3,Jennifer Banko,23959,Daryl Haney,1988,584.6428928571428,1988-05-13
493,14433275,8000000,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,7/6/1988,88,6.3,Corey Haim,14929,Neil Tolkin,1988,180.41593749999998,1988-07-06
494,-38546877,46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,3/10/1989,126,7.2,John Neville,43852,Charles McKeown,1988,-82.6654021016513,1989-03-10
495,-3865267,13000000,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,9/23/1988,116,7.3,Jeremy Irons,32130,David Cronenberg,1988,-29.732823076923076,1988-09-23
496,3614488,10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,6/10/1988,98,4.6,Heather O'Rourke,14165,Gary Sherman,1988,34.423695238095235,1988-06-10
497,-4516216,7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,5/19/1989,104,5.9,William Ragsdale,9005,Tom Holland,1988,-60.216213333333336,1989-05-19
498,10030057,3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,2/23/1989,88,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988,334.33523333333335,1989-02-23
499,-4449601,22000000,Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,17550399,Johnny Be Good,R,3/25/1988,91,4.5,Anthony Michael Hall,5006,Steve Zacharias,1988,-20.22545909090909,1988-03-25
500,-428618,1100000,Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,671382,Maniac Cop,R,5/13/1988,85,6.0,Tom Atkins,10850,Larry Cohen,1988,-38.965272727272726,1988-05-13
501,11486757,10000000,Orion Pictures,USA,Jonathan Demme,Comedy,21486757,Married to the Mob,R,8/19/1988,104,6.1,Michelle Pfeiffer,13416,Barry Strugatz,1988,114.86757,1988-08-19
502,40616067,6000000,Orion Pictures,USA,Dennis Hopper,Action,46616067,Colors,R,4/29/1988,120,6.7,Sean Penn,20490,Michael Schiffer,1988,676.93445,1988-04-29
503,-8421769,17000000,Vision PDG,Ireland,Neil Jordan,Comedy,8578231,El Hotel de los Fantasmas,PG-13,11/18/1988,99,5.7,Peter O'Toole,6979,Neil Jordan,1988,-49.539817647058825,1988-11-18
504,-164884,3000000,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,9/9/1988,116,7.7,River Phoenix,11312,Naomi Foner,1988,-5.496133333333331,1988-09-09
505,1909904,1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,10/14/1988,90,6.3,Cathy Podewell,9897,Joe Augustyn,1988,159.15866666666668,1988-10-14
506,-6575888,13000000,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,8/12/1988,95,3.4,Christine Ebersole,8043,Stewart Raffill,1988,-50.58375384615385,1988-08-12
507,-686707,4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,4/29/1988,86,5.3,Scott Grimes,11122,David Twohy,1988,-15.260155555555555,1988-04-29
508,-6146000,20000000,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,12/9/1988,105,5.2,Dan Aykroyd,22281,Jerico,1988,-30.73,1988-12-09
509,3005924,6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,1/15/1988,89,5.8,James Karen,14998,Ken Wiederhorn,1988,48.48264516129033,1988-01-15
511,2720479,22000000,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,10/7/1988,129,7.0,Sigourney Weaver,20378,Harold T.P. Hayes,1988,12.365813636363644,1988-10-07
512,-1274869,2000000,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,6/2/1989,103,5.9,Nicolas Cage,10474,Joseph Minion,1988,-63.74345,1989-06-02
515,-1310685,2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,10/21/1988,93,5.9,Amanda Donohoe,7908,Ken Russell,1988,-52.4274,1988-10-21
517,12595031,7000000,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,2/5/1988,98,6.5,Bill Pullman,18528,Wade Davis,1988,179.92901428571432,1988-02-05
518,-1430061,5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,7/29/1988,100,5.9,Tami Erin,3474,Astrid Lindgren,1988,-28.601220000000005,1988-07-29
